id,image_id,question,label
1906,1906.png,"Lines $l$, $m$, and $n$ are perpendicular bisectors of $\triangle PQR$ and meet at $T$. If $TQ = 2x$, $PT = 3y - 1$, and $TR = 8$, find $y$.",3
1907,1907.png,Find $y$ so that the quadrilateral is a parallelogram,9
1908,1908.png,Find x,41.8
1909,1909.png,Find WX,10
1910,1910.png,Refer to the figure at the right. Find the value of $x$ if $ p \parallel q $.,45
1911,1911.png,"If QRST is a kite, find $m\angle RST$.",78
1912,1912.png,Each pair of polygons is similar. Find x,27
1913,1913.png,Find the area of the figure. Round to the nearest tenth if necessary.,71.8
1914,1914.png,"Find x. Round to the nearest tenth if necessary. Assume that segments that appear
to be tangent are tangent.",5
1915,1915.png,"The diameters of $\odot A, \odot B,$ and $\odot C$ are 10, 30 and 10 units, respectively. Find AZ if $\overline{A Z} \cong \overline{C W}$ and $C W=2$",2
1916,1916.png,"If $\overline{PR} \| \overline{WX}, WX=10, XY=6, WY=8, RY=5,$ and $PS=3,$ find $SY$.",4
1917,1917.png,Express the ratio of $\tan Q$ as a decimal to the nearest hundredth.,0.53
1918,1918.png,"The diameters of $\odot A, \odot B,$ and $\odot C$ are 10, 30 and 10 units, respectively. Find BX if $\overline{A Z} \cong \overline{C W}$ and $C W=2$.",12
1919,1919.png,Use parallelogram JKLM to find b if $J K=2 b+3$ and $J M=3 a$.,21
1920,1920.png,Find the area of the regular polygon. Round to the nearest tenth.,55.4
1921,1921.png,"If $\overline{W P}$ is a median and an angle bisector, $A P=3 y+11$, $P H=7 y-5$, $m \angle H W P=x+12$, $m \angle P A W=3 x-2$, and $m \angle H W A=4 x-16$, find $y$.",4
1922,1922.png,$\overline{AD}$ and $\overline{CG}$ are diameters of $\odot B$. Find $m \widehat {GCF}$.,325
1923,1923.png,"Find $FE$ if $AB=6, AF=8, BC=x, CD=y$, $DE=2y-3,$ and $FE=x+\frac{10}{3}$.",\frac { 40 } { 3 }
1924,1924.png,Find $m \widehat {TS}$.,144
1925,1925.png,Find the area of the shaded sector. Round to the nearest tenth.,1.5
1926,1926.png,$\triangle RSV \cong \triangle TVS$. Find $y$.,12.5
1927,1927.png,Find y.,16
1928,1928.png,Find $y$.,2
1929,1929.png,Find the measure of $∠Z$ to the nearest tenth.,44.4
1930,1930.png,Each pair of polygons is similar. Find ED,5
1931,1931.png,Quadrilateral $WXYZ$ is inscribed in $\odot V$. Find $m \angle Y$.,85
1932,1932.png,"If WXYZ is a kite, find $YZ$",\sqrt { 89 }
1933,1933.png,Use parallelogram to  find $y$,17
1934,1934.png,"In $\triangle A B C, C D$ is an altitude and $m \angle A C B=90^{\circ}$ If $A D=12$ and $B D=3,$ find $A C$ to the nearest tenth.",13.4
1935,1935.png,"In $\odot A, m \angle E A D=42$. Find $m \widehat{C B E}$",180
1936,1936.png,Find $LP$.,15
1937,1937.png,"In $\odot Z, P Z=Z Q$, $X Y=4 a-5,$ and $S T=-5 a+13$
Find $S Q$",1.5
1938,1938.png,Triangle RST is circumscribed about the circle below. What is the perimeter of the triangle?,36
1939,1939.png,Find $x$.,114
1940,1940.png,Find $x$.,6
1941,1941.png,"If $\overline{PQ} \cong \overline{UQ}$, $\overline{PR} \cong \overline{RT}$ and $ m ∠ PQU = 40 $, find $ m ∠R $.",40
1942,1942.png,"Find $C D$ if $A E=8, E D=4,$ and $B E=6$",9
1943,1943.png,"Find the measure of $RT$ of equilateral triangle $RST$ if $RS = x + 9$, $ST = 2x$, and $RT = 3x - 9$.",18
1944,1944.png,Find x,6
1945,1945.png,"Find the area of quadrilateral $XYZW$ if $XZ = 39$, $HW = 20$, and $YG = 21$.",799.5
1946,1946.png,Find $m\angle U$,134
1947,1947.png,Find x.,\frac { 15 } { 14 } \sqrt { 19 }
1948,1948.png,"Find the area of the shaded sector. Round to the nearest tenth, if necessary.",284.0
1949,1949.png,"The lengths of the bases of an isosceles trapezoid are shown below. If the perimeter is 74 meters, what is its area?",162
1950,1950.png,Find the area of the figure. Round to the nearest tenth if necessary.,1200
1951,1951.png,Find $m \angle v$.,76
1952,1952.png,Find $h$.,6
1953,1953.png,"Find x so that $GJ \parallel FK$. $H J=x-5, J K=15, F G=18, H G=x-4",10
1954,1954.png,Find $x$.,115
1955,1955.png,Find QX if $E X=24$ and $D E=7$,18
1956,1956.png,Find x.,18
1957,1957.png,Find $AB$.,10
1958,1958.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠3$.",53
1959,1959.png,"If $QR=2$, $XW=12$, $QW=15$, and $ST=5$, find $RS$.",8
1960,1960.png,Find $m \angle W$.,74
1961,1961.png,Find x. Round to the nearest hundredth.,15.20
1962,1962.png,Find $y$ so that the quadrilateral is a parallelogram,5
1963,1963.png,Find $y$.,7.5
1964,1964.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,8
1965,1965.png,Find $m \angle 2$.,110
1966,1966.png,Find $m \angle PQS$.,42
1967,1967.png,Find $BD$.,5
1968,1968.png,Find $m\angle L$,52
1969,1969.png,"Quadrilateral $ABCD$ is a rhombus. If $AB = 14$, find $BC$.",14
1970,1970.png,Find $x$ so that the quadrilateral is a parallelogram.,4
1971,1971.png,"JKLM is a rectangle. MLPR is a rhombus. $\angle J M K \cong \angle R M P$, $m \angle J M K=55$ and  $m \angle M R P=70 $. Find $m \angle M P R$",55
1972,1972.png,Find the area of the quadrilateral.,240
1973,1973.png,"WXYZ is a square. If $WT = 3$, find $ZX$",6
1974,1974.png,Find the length of $WY$,9
1975,1975.png,"If $ABCDE \sim PQRST,$ find the perimeter of $PQRST$.",22.5
1976,1976.png,"$\overrightarrow{BA}$ and $\overrightarrow{BC}$ are opposite rays and $\overrightarrow{BD}$ bisects $\angle ABF$. If $m \angle ABF=3x-8$ and $m \angle ABD=x+14$, find $m \angle ABD$.",50
1977,1977.png,Each pair of polygons is similar. Find BC,8
1978,1978.png,Find $x$,5
1979,1979.png,"$\overline{JH}, \overline{JP},$ and $\overline{PH}$ are midsegments of $\triangle KLM$. Find $x$.",1.35
1980,1980.png,RS is the midsegment of trapezoid MNOP. What is the length of RS ?,26
1981,1981.png,Find x,3
1982,1982.png,Find x,8 \sqrt { 3 }
1983,1983.png,Find x.,6
1984,1984.png,Find $m \angle 2$.,20
1985,1985.png,Find the area of the shaded region. Assume the inscribed polygon is regular.,25.8
1986,1986.png,Find y. Assume that segments that appear to be tangent are tangent. Round to the nearest tenth if necessary.,12.6
1987,1987.png,Find x,14 \sqrt { 3 }
1988,1988.png,Find $x$.,7
1989,1989.png,Find x,4 \sqrt { 74 }
1990,1990.png,Find x,235
1991,1991.png,A regular hexagon is inscribed in a circle with a diameter of 14. Find the area of the red segment.,4.44
1992,1992.png,Find $x$.,21
1993,1993.png,$\overline{AD}$ and $\overline{CG}$ are diameters of $\odot B$. Find $m \widehat {AC}$.,125
1994,1994.png,Find x.,17
1995,1995.png,"For trapezoid QRTU, V and S are midpoints of the legs. If QR = 2 and VS = 7, find UT.",12
1996,1996.png,"For the pair of similar figures, use the given areas to find $x$.",5
1997,1997.png,Two triangles are similar. Find $x$.,16.5
1998,1998.png,Find the area of the regular polygon. Round to the nearest tenth.,237.8
1999,1999.png,Find y.,5 \sqrt { 33 }
2000,2000.png,"ABCD is a rhombus. If EB = 9, AB = 12 and $m\angle ABD = 55$ . Find AE",\sqrt { 63 }
2001,2001.png,Find $x$.,4
2002,2002.png,"If $ABCD$ is a kite, find $AB$",5
2003,2003.png,Find $m \angle A$.,85
2004,2004.png,The segment is tangent to the circle. Find $x$.,5 \sqrt { 10 }
2005,2005.png,"In $\triangle RST$, $Z$ is the centroid and $RZ=18$. Find $SZ$.",10
2006,2006.png,Find $DF$.,5
2007,2007.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,315.2
2008,2008.png,Find the value of $x$ in the diagram.,13
2009,2009.png,Find $x$.,3
2010,2010.png,"Points $P$, $Q$, and $R$ are the midpoints of $\overline{J K}$, $\overline{K L}$, and $\overline{J L}$, respectively. Find $x$ .",5.5
2011,2011.png,Each triangle in the figure is a $45^{\circ}-45^{\circ}-90^{\circ}$ triangle. Find $x$.,\frac { 3 } { 2 }
2012,2012.png,$\overline{PQ}$ is tangent to the circle. Find $x$. Round to the nearest tenth.,5.2
2013,2013.png,"$MC=7,RM=4$, and $AT=16$. Find $RB$.",12
2014,2014.png,"In $\odot P, m \widehat{E N}=66$ and $m \angle G P M=89$ . 
Find $m \angle E G N$",33
2015,2015.png,Rhombus $RSTU$ has an area of 675 square meters. Find $SU$.,45
2016,2016.png,Find the variable of $b$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,11.3
2017,2017.png,"If $WZ=25.3$, $YZ=22.4$, $WZ=25.3$, find $XY$.",22.4
2018,2018.png,"Find x. Round to the nearest tenth, if necessary.",5.3
2019,2019.png,Find x. Assume that segments that appear to be tangent are tangent.,6
2020,2020.png,Find $m \angle 1$.,26
2021,2021.png,Find $x$.,\frac { 26 } { 3 }
2022,2022.png,Find the measure of $AC$.,38
2023,2023.png,Find y.,\frac { 17 } { 2 }
2024,2024.png,Find x,130
2025,2025.png,Find $x$.,11
2026,2026.png,"If $EN=13$, what is the diameter of the circle?",26
2027,2027.png,"In $\odot Z, \angle W Z X \cong \angle X Z Y, m \angle V Z U=4 x$, $m \angle U Z Y=2 x+24,$ and $\overline{V Y}$ and $\overline{W U}$ are diameters.
Find $m\widehat{W V}$",76
2028,2028.png,Find the area of the shaded sector. Round to the nearest tenth.,7.4
2029,2029.png,Find the area of the figure.,112.5
2030,2030.png,Find $x$. Assume that segments that appear to be tangent are tangent.,21
2031,2031.png,"Equilateral pentagon $P Q R S T$ is inscribed in $\odot U$.
Find $m \angle P Q R$",108
2032,2032.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,13.7
2033,2033.png,Find $QR$ if $\triangle QRS$ is an equilateral triangle.,2
2034,2034.png,What is the total area of the figure?,368
2035,2035.png,Find z,2 \sqrt { 6 }
2036,2036.png,Find the measure of $∠Z$ to the nearest tenth.,36.9
2037,2037.png,Find $y$ so that each quadrilateral is a parallelogram.,9
2038,2038.png,"In the figure, $ \triangle ABC$ is isosceles, $ \triangle DCE$ is equilateral, and $ \triangle FCG$ is isosceles. Find the measures of the $\angle 1$ at vertex $C$.",18
2039,2039.png,Find x,39.8
2040,2040.png,Find $y$.,17
2041,2041.png,Find $x$.,60
2042,2042.png,"In the figure, $QR \| TS$, $QT \| RS$, and $m \angle 1=131$. Find the measure of $\angle 2$.",49
2043,2043.png,Quadrilateral $ABDC$  is a rectangle. Find $m \angle 6$ if $ m\angle 1 = 38$.,38
2044,2044.png,"If $MNPQ \sim XYZW,$ find the scale factor of $MNPQ$ to $XYZW$.",2
2045,2045.png,"Find $x$ if $AC=x-3$, $BE=20, AB=16,$ and $CD=x+5$",35
2046,2046.png,"Assume that the segment is tangent, find the value of $x$.",\sqrt { 93 }
2047,2047.png,"If $\overline{K H}$ is parallel to $\overline{JI}$, find the measure of  $\angle 1$",66
2048,2048.png,"Find the perimeter of the given triangle. $\triangle A B C,$ if $\triangle A B C \sim \triangle C B D, C D=4$, $D B=3,$ and $C B=5$.",20
2049,2049.png,"In the figure, $m∠4 = 104$, $m∠14 = 118$. Find the measure of $\angle 7$.",76
2050,2050.png,"In $\odot F$, $GK=14$ and $m \widehat{GHK}=142$. Find $JK$.",7
2051,2051.png,Find the length of $XY$,9
2052,2052.png,Find x. Assume that segments that appear to be tangent are tangent.,18
2053,2053.png,"If $\frac{I J}{X J}=\frac{HJ}{YJ}, m \angle W X J=130$
and $m \angle WZG=20,$ find $m \angle JHI$",70
2054,2054.png,Find the area of the figure. Round to the nearest tenth if necessary.,855
2055,2055.png,Find $m\angle B$,90
2056,2056.png,Find $m \angle 8$.,28.5
2057,2057.png,Find x,24
2058,2058.png,Find $HK$.,10
2059,2059.png,Find the area of the circle. Round to the nearest tenth.,38707.6
2060,2060.png,Find x,8
2061,2061.png,"Find the area of the shaded sector. Round to the nearest tenth, if necessary.",40.2
2062,2062.png,Find x. Round the angle measure to the nearest degree,112
2063,2063.png,Find $z$ in the figure.,73
2064,2064.png,Find y in the parallelogram,8
2065,2065.png,"$\overline{JH}, \overline{JP},$ and $\overline{PH}$ are midsegments of $\triangle KLM$. Find $x$.",50
2066,2066.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,70
2067,2067.png,Find $m \widehat {JM}$.,155
2068,2068.png,"For the pair of similar figures, use the given areas to find the scale factor from the blue to the green figure.",\frac { 5 } { 3 }
2069,2069.png,Find y,9 \sqrt { 3 }
2070,2070.png,$\triangle FGH$ is an equilateral triangle. Find $FG$.,19
2071,2071.png,"Find the perimeter of the figure in feet. Round to the nearest tenth, if necessary.",20.5
2072,2072.png,Find $m \angle T$.,60
2073,2073.png,Find the area of the shaded region. Round to the nearest tenth.,61.7
2074,2074.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,168.2
2075,2075.png,Find the area of the shaded sector. Round to the nearest tenth.,207.6
2076,2076.png,Find x.,12
2077,2077.png,Find $x$.,72
2078,2078.png,Find the measure of $\angle 2$ in the figure.,105
2079,2079.png,Find x. Assume that segments that appear to be tangent are tangent.,16
2080,2080.png,Solve for $x$ in the figure below.,31
2081,2081.png,Find the area of the figure. Round to the nearest tenth if necessary.,155.5
2082,2082.png,Find x,\frac { 40 } { 3 }
2083,2083.png,"ABCD is a rhombus. If EB = 9, AB = 12 and $m\angle ABD = 55$ . Find $m\angle ACB$",35
2084,2084.png,Find x,\frac { 40 } { 3 }
2085,2085.png,"In quadrilateral $A B C D, A C=188, B D=214$, $m \angle B P C=70,$ and $P$ is the midpoint of $A C$ and BD. Find the perimeter of quadrilateral $A B C D .$",561.2
2086,2086.png,Find x. Assume that segments that appear to be tangent are tangent.,10
2087,2087.png,Find the perimeter of $▱ TRVW$.,60
2088,2088.png,Solve for x in the figure.,4
2089,2089.png,"Circle $W$ has a radius of 4 units, $\odot Z$ has a radius of 7 units, and $X Y=2 .$ Find $Y Z$",5
2090,2090.png,Find $MN$ if $\triangle JMN$ is an isosceles triangle with $\overline{JM} \cong \overline{M N}$.,3
2091,2091.png,Find $x$.,7
2092,2092.png,Find the area of the kite.,137.5
2093,2093.png,Find $m \angle 2$.,37.5
2094,2094.png,"In $\odot W$, $\widehat {RS} \cong \widehat {TV}$. Find $RS$.",11
2095,2095.png,Find $y$ in the figure.,15
2096,2096.png,Find $x$.,50
2097,2097.png,Find x,37
2098,2098.png,Find the perimeter of the triangle at the right. Assume that segments that appear to be tangent are tangent.,58
2099,2099.png,"Polygon ABCD ~ polygon AEFG, $m\angle AGF = 108$, GF = 14, AD = 12, DG = 4.5, EF = 8, and AB = 26.
Find scale factor of trapezoid ABCD to trapezoid AEFG",1.6
2100,2100.png,Find the perimeter of $▱ ABCD$.,28
2101,2101.png,Find $m \angle 8$.,65
2102,2102.png,Find $x$. Assume that segments that appear to be tangent are tangent.,32
2103,2103.png,Find the measure of $\angle A$,158
2104,2104.png,"If $LN=12.4$, what is $JM$?",6.2
2105,2105.png,Find x. Assume that segments that appear to be tangent are tangent.,3.8
2106,2106.png,Find $y$.,13
2107,2107.png,Use parallelogram MNPR to find $w$,3.5
2108,2108.png,Find x. Round to the nearest tenth if necessary. Assume that segments that appear to be tangent are tangent.,4
2109,2109.png,Find z,4 \sqrt { 3 }
2110,2110.png,Find the area of the figure. Round to the nearest tenth if necessary.,53.4
2111,2111.png,Find $m \widehat{B C}$,123
2112,2112.png,Find the area of the figure. Round to the nearest tenth.,3.5
2113,2113.png,Find the area of the kite.,52.5
2114,2114.png,"For the pair of similar figures, find the area of the green figure.",78.4
2115,2115.png,Find x. Round to the nearest tenth.,6.2
2116,2116.png,"Find the perimeter of $\triangle C B H,$ if $\triangle C B H \sim \triangle F E H, A D E G$ is a parallelogram, $C H=7, F H=10$, $F E=11,$ and $E H=6$.",18.9
2117,2117.png,Find $y$.,15.6
2118,2118.png,Find $m \angle 3$.,63
2119,2119.png,Find $h$.,\frac { 21 \sqrt 2 } { 2 }
2120,2120.png,Find $m \angle R$.,62
2121,2121.png,"In the figure, $ \triangle ABC$ is isosceles, $ \triangle DCE$ is equilateral, and $ \triangle FCG$ is isosceles. Find the measure of the $\angle 2$ at vertex $C$.",17
2122,2122.png,What is the length of $\overline{EF}$?,26
2123,2123.png,"If QRST is a parallelogram, what is the value of x?",13
2124,2124.png,Find $x$.,12
2125,2125.png,Find x,42.5
2126,2126.png,"Circle $A$ has diameters $\overline{D F}$ and $\overline{P G}$
If $A G=12,$ find $L A$",12
2127,2127.png,"In rhombus $A B C D, m \angle D A B=2, m \angle A D C$ and $C B=6$. Find DA",6
2128,2128.png,Find $y$ so that each quadrilateral is a parallelogram.,21
2129,2129.png,"Quadrilateral MNOP is a rhombus. If $m\angle PON = 124$, find $m\angle POM$.",62
2130,2130.png,Find $\angle 6$.,123
2131,2131.png,Find x. Assume that any segment that appears to be tangent is tangent.,5
2132,2132.png,Use parallelogram WXYZ to find $WZ$,24
2133,2133.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,170
2134,2134.png,"In the figure, $m ∠9 = 75$. Find the measure of $\angle 3$.",75
2135,2135.png,Find the variable of $x$ to the nearest tenth. Assume that segments that appear to be tangent are tangent.,14.6
2136,2136.png,Find the measure of $\angle 8$ if $\overline{A B} \perp \overline{B C}$.,14
2137,2137.png,Find x. Assume that segments that appear to be tangent are tangent.,9.6
2138,2138.png,Find the measure of $ \angle 1$ in the figure.,80
2139,2139.png,Find $m \angle 3$.,82
2140,2140.png,Find the area of the shaded region. Assume that all polygons that appear to be regular are regular. Round to the nearest tenth.,18.5
2141,2141.png,Suppose $B D=12$ millimeters. Find the radius of the circle.,6
2142,2142.png,Find the area of the sector. Round to the nearest tenth.,67.6
2143,2143.png,"For the pair of similar figures, use the given areas to find the scale factor of the blue to the green figure.",\frac { 3 } { 7 }
2144,2144.png,Find $x$ so that $ m \parallel n $.,15
2145,2145.png,"In $\odot X, A B=30, C D=30,$ and $m \widehat{C Z}=40$
Find $m\widehat{A B}$",80
2146,2146.png,Use parallelogram JKLM to find m \angle JKL if $J K=2 b+3$ and $J M=3 a$.,80
2147,2147.png,Find the area of the shaded region. Round to the nearest tenth.,53.5
2148,2148.png,Find $x$.,5
2149,2149.png,"If $WX=7$, $WY=a$, $WV=6$, and $VZ=a-9$, find $WY$.",21
2150,2150.png,Find the measure of $m∠C$.,70
2151,2151.png,Find $x$.,75
2152,2152.png,$\overline{PM}$ is a diameter of $\odot R$. Find $m \widehat {MQ}$.,65
2153,2153.png,Find x. Round to the nearest tenth.,17.7
2154,2154.png,Find $y$.,4
2155,2155.png,Find x. Round to the nearest tenth.,10.8
2156,2156.png,"If $\overline{W P}$ is a median and an angle bisector, $A P=3 y+11$, $P H=7 y-5$, $m \angle H W P=x+12$, $m \angle P A W=3 x-2$, and $m \angle H W A=4 x-16$, find $x$.",20
2157,2157.png,Find x,5 \sqrt { 2 }
2158,2158.png,Find $m\angle A$,122
2159,2159.png,Find $m \widehat {GJF}$.,196
2160,2160.png,Find the value of x.,4.08
2161,2161.png,"If XN = t - 2, NZ = t + 1, XM = 2, and XY = 10, solve for t",3
2162,2162.png,"In $\odot F, \overline{F H} \cong \overline{F L}$ and $\mathrm{FK}=17$.
Find JH",15
2163,2163.png,Find $x$ so that $p \parallel q$.,45
2164,2164.png,"If QRST is a parallelogram, find $y$",9
2165,2165.png,Find $x$.,18
2166,2166.png,Find the measure of $\angle P$,61
2167,2167.png,Find the area of the regular polygon. Round to the nearest tenth.,162
2168,2168.png,The segment is tangent to the circle. Find $x$.,4
2169,2169.png,"In $\odot S$, $LM=16$ and $PN=4x$. What is $x$?",4
2170,2170.png,"In $\odot P$, $JK=10$ and $\widehat {JKL}=134$. Find $PQ$. Round to the nearest hundredth.",3.32
2171,2171.png,"In $\odot A, m \angle E A D=42$. Find $m \widehat{B C}$",42
2172,2172.png,"Use rhombus XYZW with $m \angle W Y Z=53, V W=3$, $X V=2 a-2,$ and $Z V=\frac{5 a+1}{4}$
Find  XW",5
2173,2173.png,Find $m \angle C$.,51.75
2174,2174.png,"In the figure, $m ∠1 = 53$. Find the measure of $∠2$.",127
2175,2175.png,Find x,4
2176,2176.png,"In $\triangle RST$, $Z$ is the centroid and $RZ=18$. Find $SR$.",28
2177,2177.png,"In $\odot P$, $RT=15$, find $m \widehat {RS}$. Round to the nearest hundredth.",17.02
2178,2178.png,Find the exact circumference of each circle.,8 \pi
2179,2179.png,Find $JL$.,12
2180,2180.png,"The area of trapezoid $JKLM$ is 138 square feet. The area of trapezoid $QRST$ is 5.52 square feet. If trapezoid $J K L M$ $ \sim$ trapezoid $QRST$, find the scale factor from trapezoid $JKLM$ to trapezoid $QRST$.",5
2181,2181.png,The segment is tangent to the circle. Find $x$.,1
2182,2182.png,The segment is tangent to the circle. Find $x$.,9
2183,2183.png,"In the figure, $QR \| TS$, $QT \| RS$, and $m \angle 1=131$. Find the measure of $\angle 5$.",49
2184,2184.png,Find y in the parallelogram,6
2185,2185.png,Find the area of the kite.,10.5
2186,2186.png,Find the area of the triangle. Round to the nearest hundredth.,6.79
2187,2187.png,Find the circumference of $\odot A$.,20 \pi
2188,2188.png,"WXYZ is a square. If $WT = 3$, Find $m \angle WYX$",45
2189,2189.png,"$\Delta DFG$  and $\Delta F G H$ are isosceles, $m \angle FDH=28$ and$\overline{DG} \cong \overline{FG} \cong \overline{FH}$. Find the measure of $\angle FGH$.",56
2190,2190.png,Find $x$.,20
2191,2191.png,Find the area of the figure. Round to the nearest tenth.,374
2192,2192.png,"For the pair of similar figures, use the given areas to find $x$.",10.4
2193,2193.png,"If KLMN is a parallelogram, find the value of the
indicated variable. Find y",11
2194,2194.png,Use parallelogram ABCD to find AF,6.86
2195,2195.png,Find $m \widehat{JK}$.,56
2196,2196.png,"For trapezoid QRTU, V and S are midpoints of the legs.  If RQ = 5 and VS = 11, find UT.",17
2197,2197.png,$\overline{HK}$ and $\overline{IG}$ are diameters of $\odot L$. Find $m \widehat {HI}$.,59
2198,2198.png,Find $x$.,4
2199,2199.png,Find $x$.,8
2200,2200.png,Use parallelogram to find $y$,5
2201,2201.png,"$UJ=9, VJ=3$, and $ZT=18$. Find $ZJ$.",12
2202,2202.png,Find the exact circumference of each circle.,10 \pi \sqrt { 2 }
2203,2203.png,"Find x. Round to the nearest tenth, if necessary.",15
2204,2204.png,"In the figure, $m∠3 = 43$. Find the measure of $\angle 7$.",43
2205,2205.png,Find the area of the figure. Round to the nearest tenth if necessary.,261
2206,2206.png,Find x.,5 \sqrt { 3 }
2207,2207.png,Find $RT$.,13
2208,2208.png,Find $m\angle Z$,143
2209,2209.png,"In $\triangle ACE$, P is the centroid. $PF=6$ and $AD=15$. Find $PC$.",12
2210,2210.png,"Quadrilateral $ABCD$ is a rhombus.  If $AP = 3x – 1$ and $PC = x + 9$, find $AC$.",28
2211,2211.png,Find the exact circumference of the circle below.,32 \pi
2212,2212.png,Find y.,10 \sqrt { 5 }
2213,2213.png,Find x,44.9
2214,2214.png,Use parallelogram $ABCD$ to find the measure of $m\angle ADC$,65
2215,2215.png,$\overline{PM}$ is a diameter of $\odot R$. Find $m \widehat {MNP}$.,180
2216,2216.png,Find $y$ so that the quadrilateral is a parallelogram,41
2217,2217.png,Use parallelogram NQRM to find x,4
2218,2218.png,Use parallelogram MNPR to find $m \angle MQN$,97
2219,2219.png,"Find the perimeter of $\triangle A D F,$ if $\triangle A D F \sim \triangle B C E, B C=24$, $E B=12, C E=18,$ and $D F=21$.",63
2220,2220.png,Find the measure of $∠T$ to the nearest tenth.,56.4
2221,2221.png,Find x. Assume that segments that appear to be tangent are tangent.,30
2222,2222.png,Find x.,6 \sqrt 2
2223,2223.png,Find $m \widehat {WX}$.,66
2224,2224.png,Find the exact circumference of the circle.,34 \pi
2225,2225.png,Find $x$ so that the quadrilateral is a parallelogram,3
2226,2226.png,Find $\angle1$,112
2227,2227.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,38.4
2228,2228.png,Polygon $BCDE$ $\cong$ polygon $RSTU$. Find $y$.,42
2229,2229.png,"The area of $▱ A B C D$ is 150 square meters. The area of $▱ F G H J$ is 54 square meters. If $▱ A B C D \sim ▱ F G H J$, find the value of $x$.",6
2230,2230.png,"in $\triangle XYZ$, $P$ is the centroid, $KP=3$, and $XJ=8$. Find $XK$.",9
2231,2231.png,find $cosS$,0.8
2232,2232.png,"In the figure, $ m ∠1 = 3a + 40 $, $ m ∠2 = 2a + 25 $, and $ m ∠3 = 5b - 26 $. Find $b$.",27
2233,2233.png,Find the area of the shaded region.,47.7
2234,2234.png,Find x,45
2235,2235.png,"Circle $W$ has a radius of 4 units, $\odot Z$ has a radius of 7 units, and $X Y=2 .$ Find $I X$",6
2236,2236.png,Find the area of the figure.,77
2237,2237.png,"In $\odot Z, \angle W Z X \cong \angle X Z Y, m \angle V Z U=4 x$, $m \angle U Z Y=2 x+24,$ and $\overline{V Y}$ and $\overline{W U}$ are diameters.
Find $m\widehat{X Y}$",52
2238,2238.png,"In $\odot G, m \angle A G B=30$ and $\overline{C G} \perp \overline{G D}$.
Find $m \widehat{B C}$",60
2239,2239.png,"In $\odot R$, If $SU=16.2$, what is $RT$?",8.1
2240,2240.png,"In the figure, $m∠1 = 123$. Find the measure of $\angle 6$.",57
2241,2241.png,"In $\odot R, S U=20, Y W=20,$ and $m \widehat{Y X}=45$.
Find $m\widehat{S T}$",45
2242,2242.png,"In the figure, $m ∠ 12 = 64$. Find the measure of $ \angle 11$.",116
2243,2243.png,Find x,8.5
2244,2244.png,"In the figure, $m∠11 = 62$ and $m∠14 = 38$. Find the measure of $\angle 10$.",142
2245,2245.png,"In $\odot F$, $GK=14$ and $m \widehat{GHK}=142$. Find $m \widehat {KM}$.",109
2246,2246.png,Find $XA$.,4
2247,2247.png,"If $\frac{I J}{X J}=\frac{HJ}{YJ}, m \angle W X J=130$, and $m \angle WZG=20,$ find $m \angle JIH$",50
2248,2248.png,Find x.,5 \sqrt { 2 }
2249,2249.png,Triangle $CDE$ has an area of 336 square inches. Find $CE$.,28
2250,2250.png,Find $m \angle 4$.,40
2251,2251.png,Find the perimeter of the parallelogram. Round to the nearest tenth if necessary.,12.8
2252,2252.png,Find y.,3 \sqrt { 13 }
2253,2253.png,Find $x$ so that $ m \parallel n $.,9
2254,2254.png,Find $m\angle V$,193
2255,2255.png,Find $b$.,18
2256,2256.png,Find $x$.,6
2257,2257.png,Find the area of the trapezoid.,272
2258,2258.png,Find the measure of $\angle 1$.,85
2259,2259.png,Find the value of $x$ in the diagram,20
2260,2260.png,$H$ is the incenter of $\triangle ABC$. Find $m \angle DHG$.,120
2261,2261.png,Find $x$ in the figure.,34
2262,2262.png,"In the figure, $m \angle 3 = 133$. Find $m\angle5$.",133
2263,2263.png,Find the area of the parallelogram.,318.7
2264,2264.png,Find the perimeter of the figure. Round to the nearest tenth if necessary.,92.5
2265,2265.png,"In the figure, $\overline{CP}$ is an altitude, $\overline{CQ}$ is the angle bisector of $∠ACB$, and $R$ is the midpoint of $\overline{AB}$. Find  $AB$ if $AR=3x+6$ and $RB = 5x - 14 $.",72
2266,2266.png,Find $x$.,70
2267,2267.png,Find the perimeter of the triangle. Round to the nearest tenth if necessary.,80
2268,2268.png,Find x. Assume that segments that appear to be tangent are tangent.,4
2269,2269.png,"In the figure, $m∠3 = 43$. Find the measure of $\angle 2$.",137
2270,2270.png,Find x,2 \sqrt { 21 }
2271,2271.png,Find the area of the parallelogram. Round to the nearest tenth if necessary.,1448.0
